position,company,wages,place,education,work_experience,release_date,limit_people,address,company_type,company_size,industry,point_information
Python高级开发工程师,武汉小安科技有限公司,1-1.5万/月,武汉,本科,,07-04发布,招若干人,,政府机关,,政府/公共事业,【岗位职责】1. 负责服务端的开发和维护，能够独立承担前台应用的开发和迭代，满足业务需求和流量增长需求；2. 参与或独立承担系统的设计和开发，并根据排期要求保证系统如期上线；3. 能够理解业务背景，根据系统的规模或瓶颈提出优化建议，并推动拿到落地结果。【岗位要求】1. 本科及以上学历，3年及以上互联网/IOT行业后端开发经验；2. 熟练MySQL语句优化及数据库优化，了解常用RDS/KV/非RDS数据库的使用；3. 语言不限，有node.js高性能服务开发经验者优先；4. 有IOT组网开发经验者优先；5. 有阿里云生态开发经验者优先。职能类别：Python开发工程师微信分享
中级Python开发工程师,上海犇众信息技术有限公司,1-1.5万/月,上海-闵行区,大专,1年经验,07-04发布,招若干人,合川路2555号,民营公司,50-150人,"互联网/电子商务,计算机软件",工作内容?使用golang或者python进行服务端开发，并和前端开发人员实现api对接?配合公司其他开发人员，进行简单的linux和windows上小工具开发职位要求：1.熟练掌握python或者golang语言，能熟练使用golang或者python进行服务端开发2.熟悉linux系统，熟悉linux上网络，蓝牙相关的应用开发3.熟悉c语言，能用c标准库或者boost进行简单的c语言开发4.熟悉windows，能够使用visualstudio使用c语言进行简单应用开发5.对嵌入式开发有一定了解优先。职能类别：Python开发工程师关键字：pythongolangc微信分享
Python 研发工程师（融合媒体大数据中心）,浙江大学华南工业技术研究院,1-1.5万/月,广州-黄埔区,本科,3-4年经验,07-04发布,招1人,开源大道11号广州开发区企业加速器B9栋 3楼西侧,事业单位,150-500人,学术/科研,岗位职责：1、负责后端服务系统的开发和维护。2、参与项目需求分析、产品功能设计及开发。3、进行技术攻关，独立分析和解决系统相关的问题。任职要求：1、精通Linux系统结构，并熟练使用各种Linux操作系统命令。2、2年以上Python后端开发经验，熟悉C/C++语言开发。3、熟练掌握爬虫框架Scrapy，熟悉asyncio技术。4、有爬虫开发开发经验优先；有大型后台系统开发经验优先；有DevOps经验优先。5、熟悉mongodb、redis、mysql等常用储存方案及基本原理，能够独立地合理设计数据库结构。6、了解ffmpeg、openvc等开源视频、图文工具的使用。7、拥有很强的分析问题和解决问题的能力，强烈的责任感。8、拥有良好的团队合作精神和表达沟通能力。9、有参与视频图文对比识别项目经验人员优先，拥有算法项目经验优先。职能类别：Python开发工程师关键字：pythondjango开发后端微信分享
Python开发工程师,上海凭安征信服务有限公司,1.2-2.5万/月,上海-长宁区,本科,2年经验,07-04发布,招若干人,上海市长宁区通协路268号尚品都汇A808-809室,民营公司,50-150人,"互联网/电子商务,计算机软件",职责描述：1.参与数据采集系统设计、开发及测试2.参与数据ETL流程设计、开发及测试3.参与数据产品的设计、开发及测试岗位要求：1.985、211高校本科以上学历。2.熟练使用python。3.熟练使用SQL。4.有Hadoop/Spark/Flink/Kafka/ELK经营者优先5.有实际数据相关项目经验优先?6.有机器学习、自然语言处理方面研发经验优先职能类别：Python开发工程师关键字：python爬虫SQLELK微信分享
Python开发工程师,上海毅朝信息科技有限公司,0.8-1.2万/月,上海-浦东新区,大专,1年经验,07-04发布,招1人,浦东南路1877号东旅大厦710,民营公司,50-150人,"计算机软件,互联网/电子商务","1.计算机、软件工程、电子，数学相关专业、大专以上学历并具有1-3年Python开发经验；2.熟练使用Django，Flask或其他Python开发框架3.熟悉HTML、JS、CSS、jQuery等Web开发技术4.熟练使用SQL语言进行数据库操作，熟悉MySQL、Redis等数据库5.具备良好的编程习惯，追求高质量品质，熟悉常用设计模式和软件开发流程6.具有良好的沟通能力，具有较强团队协作精神，具备综合分析及解决问题的能力7.有产品各阶段相关文档（技术设计方案、接口文档等）的编写经验；8.生物识别技术、分布式网络、无线传感器网络以及基于GSM和MODEM的远程门禁系统统计数学，应用数学，有统计分析及回归算法开发经验，C,C++,Matlab，R语言编程能力职能类别：技术支持/维护工程师网络管理(Helpdesk)关键字：Python开发微信分享"
Python高级开发工程师,成都今是科技有限公司,0.7-1万/月,成都-高新区,本科,2年经验,07-04发布,招1人,高新区科园南路88号天府生命科技园C1栋6层605,民营公司,少于50人,医疗设备/器械,"主要工作内容：使用python语言，django框架或者其它框架开发业务功能；负责系统的设计、开发、测试、上线工作；负责系统的日常维护工作；按软件工程流程编写和提交概要设计、详细设计、操作手册等文档；完成岗位职责范围内的其它工作；任职要求：计算机软件或者相关专业，本科及以上学历,2年以上项目经验；熟悉掌握但不限于C++/C#/Python/js/matlab等编程语言中的一种或数种；熟悉数据库操作，拥有/Mysql/MongoDB/Memcached/Redis之一的使用经验；熟练掌握Django框架，pyqt5、matplotlib、request等包，具有linux下开发经验；有良好的代码规范，熟悉svn或者Git，有开源项目贡献者优先；具有团队合作精神以及良好的口头和书面沟通能力，进取心强，能适应初创公司的工作环境和压力。职能类别：C/C++开发工程师Python开发工程师关键字：软件开发软件Python微信分享"
web后端Python高级开发工程师,玖壹叁陆零医学科技南京有限公司,1-1.8万/月,南京-雨花台区,本科,3-4年经验,07-04发布,招3人,大数据180号南海科技园A3幢305室,民营公司,50-150人,"计算机软件,医疗设备/器械",岗位职责：1、根据产品需求完成应用软件接口定义、功能设计，完成软件系统设计和编码；2、参与产品逻辑模型和物理模型实现；3、参与需求文档和技术文档编写，会使用工具绘制图表。任职要求：1、3-5年相关工作经验，本科及以上计算机相关专业；2、熟练使用Python语言3、精通Django、RESTframework等框架4、精通关系型数据库，熟练运用SQL语句，并同时熟悉Redis数据库；5、熟悉B\S程序开发过程及运行机制，熟悉TCP、http协议，及相应的开发调试工具；6、深入理解linux系统及nginx、IIS等的工作原理，熟悉k8s等容器集群技术优先；7、熟悉异步框架、集群、负载均衡，消息中间件，容灾备份等技术8、具备需求分析和功能设计的能力，对于设计模式或者OOP编程原则有一定的理解；9、有大型远程医疗web项目实施经验者优先考虑。职能类别：高级软件工程师软件工程师关键字：软件软件开发微信分享
Python开发工程师,上海快仓智能科技有限公司,1-2万/月,深圳,本科,3-4年经验,07-04发布,招若干人,深圳,民营公司,150-500人,"计算机软件,仪器仪表/工业自动化",岗位描述：1、负责快仓智能驾驶平台（SDK）的平台开发工作；2、负责基于快仓智能驾驶平台的应用开发；3、承担部分智能驾驶平台的API产品设计职能；4、承担部分智能驾驶平台的架构和技术方案设计职能。招聘要求：1、大学本科及以上学历，计算机软件相关专业毕业；2、拥有基于Python的技术栈，了解Python的常用工具库，基于Python做过实际的工程项目，对于Python技术有自己的见解；3、长于软件工程，对于设计模式有深入理解，能够明白日常工作中需要用到的常见设计模式，并且知道如何在Python中实现；4、了解基于Python的restful框架；5、了解基于Python的服务器端程序构建；6、了解基于Python的UI程序构建（PyQT）；7、具有独立思考能力，具有使命必达的责任感；8、拥有有效沟通能力，能够处理好日常工作中的协作关系，不欢迎独狼；9、对于新鲜事物有一颗好奇心，能够持续保持学习，对于技术由纯粹的执着追求。加分项：1、互联网背景；2、会使用ROS系统；3、有架构师经验或者承担过架构设计的经验；4、有使用Python开发机器人的经验可加分。职能类别：Python开发工程师微信分享
Python开发/深度学习,上海乐野网络科技有限公司,1-2万/月,上海-浦东新区,本科,1年经验,07-04发布,招1人,上海市浦东新区川桥路399弄由度工坊4号（12栋）,民营公司,50-150人,"电子技术/半导体/集成电路,计算机软件",岗位职责：1、参与公司深度学习项目的开发2、参与公司深度学习边缘端落地3、数据集的预处理任职要求：1、熟悉python语言开发，1年以上Python开发经验2、熟悉常用关系数据库和非关系型数据库3、熟悉深度学习框架职能类别：深度学习工程师关键字：python深度学习神经网络微信分享
Python开发工程师,深圳市风云实业有限公司,0.8-1.5万/月,成都-青羊区,本科,2年经验,07-04发布,招2人,腾飞大道51号青羊工业园E11栋,民营公司,150-500人,"通信/电信/网络设备,互联网/电子商务",岗位职责：使用python进行相关模块具体的软件开发工作；任职要求：1. 熟悉python语言，熟悉常用库的使用，熟悉Django、tornado、web.py等web框架中的一种2. 精通HTML/XHTML、CSS等网页制作技术，熟悉页面架构和布局；3. 对JavaScript、JavaScript语言核心技术DOM、BOM、Ajax、JSON等有了解；4. 熟练使用Linux系统，对算法、数据结构以及后台开发(C/C++/PHP/Java等)有一定了解；5. 有丰富的关于Web标准、易用性、浏览器端原理以及网站性能等方面的知识，对表现与数据分离、Web语义化等有深刻理解6. 对web技术发展有强烈兴趣，有良好的学习能力和强烈的进取心；7. 良好的沟通与表达能力、思路清晰，较强的动手能力与逻辑分析能力，对工作和生活充满了热情。职能类别：Python开发工程师关键字：dockerMySQLSQL后端开发Linuxpython微信分享
EB/JAVA/Python软件研发工程师,中国科学院软件研究所,10-15万/年,北京-海淀区,硕士,,07-04发布,招若干人,北京市海淀区中关村南四街4号中科院软件园区7号楼606,事业单位,500-1000人,"学术/科研,计算机软件","1、熟练DIV+CSS布局,精通HTML、Javascript、ajax等前端技术，熟悉html5新特性，至少熟练掌握一种后端开发技术（如Java、C#.NET）；2、.熟练SqlServer、Oracle、MySQL、等主流关系数据库，并具有一定的SQL优化能力；3、精通MVC等框架应用，熟练掌握面向对象原理；理解web标准，了解不同浏览器之间的差异，开发的页面具有良好的兼容性。4.具有云计算、人工智能理论基础，熟悉机器学习、数据挖掘常用算法，了解Spark、DevOps等大数据、云计算平台技术；5、具有良好工程实现和调优能力，熟练掌握Java/Python语言，有Linux开发经验岗位职责承担卫星网络管控系统、网络测试平台等系统的设计与研发以及航天大数据云平台软件开发工作。职能类别：高级软件工程师软件工程师微信分享"
Python开发工程师,松下信息系統（上海）有限公司,0.8-1.5万/月,无锡,本科,,07-04发布,招2人,无锡新区震泽路18号国家软件园,外资（非欧美）,150-500人,"计算机软件,计算机服务(系统、数据服务、维修)",1、负责BI数据仓库的架构设计，构建可扩展的数据仓库和分析解决方案；2、负责从业务数据库抽取，转换，清洗数据；3、搭建业务数据模型，建立分析模型对业务问题进行深入分析；4、对数据存在的问题点给出分析报告。任职要求：1、计算机、数学、统计相关专业，大数据分析相关工作1年以上；2、掌握AI基础概念，熟悉常用算法原理/应用场景，了解TensorFlow/Caffe等，；3、熟悉Tableau、Power BI、Qlikview等工具；4、熟练掌握Python开发语言；5、日语有基础者优先；有AI应用开发经验者优先。职能类别：数据库工程师(DBA)关键字：Python开发大数据AI微信分享
Python/PHP后端程序员,上海萌果信息科技有限公司,1-1.5万/月,上海-徐汇区,大专,3-4年经验,07-04发布,招若干人,上海市徐汇区虹漕路39号华鑫科技园D7幢1-2F,合资,50-150人,互联网/电子商务,1.负责游戏服务器及oss后台维护，定位线上问题并处理；2.游戏服务器版本管理；3.了解服务器架构和运行机制，在上级研发人员指导和辅助下定位线上问题并处理；4.oss后台版本管理；5.了解oss后台运行机制。任职要求：1.具有极强的团队协作能力，沟通能力，解决问题能力强。2.熟悉python语言和php语言。3.熟悉mysql，redis。4.熟悉linux操作系统管理，熟练编写bash脚本。5.具备一定的程序员素养，对常用算法有一定了解。职能类别：游戏开发工程师微信分享
Python开发工程师,深圳兴融联科技股份有限公司上海分公司,1-1.5万/月,上海-浦东新区,本科,3-4年经验,07-04发布,招2人,崂山路316号,民营公司,150-500人,"计算机软件,计算机服务(系统、数据服务、维修)","1、计算机或相关专业全日制本科及以上学历2、具有3年以上python后台开发经验3、精通python,熟悉常见的python后端框架，flask,tornado4、熟悉常见爬虫框架，scrapy,beautifulsoap等，了解互联网常见反爬策略5、能够对mysql,mongodb,sqlite,elasticsearch,solr等数据库进行开发维护6、对redis等中间件有一定了解7、了解java8、善于交流和沟通，具有良好的书面和语言表达能力；良好的团队协作意识，同时亦能独立工作，能够根据业务和项目的需要，积极主动学习相关知识；愿意接受挑战，并能在压力下工作职能类别：软件工程师关键字：flask,tornado微信分享"
Python开发工程师,合肥市合趣网络科技有限公司,0.8-1.5万/月,合肥,本科,2年经验,07-04发布,招2人,经开区莲花路与石门路交口  莲花电子产业园D座201室,民营公司,500-1000人,"互联网/电子商务,贸易/进出口","有这样一家公司不论资排辈，如果你才华出众，那么下一个晋升的就是你不勾心斗角，你可以做自己善于乐于做的事这里所有的同事都是工作伙伴，帮你学习，成长，晋升，完善自我、、、、岗位职责：1. 负责公司内部软件产品的开发、维护、测试；2. 公司内部数据库的日常开发和维护；3. 大数据的采集与分析。任职要求：1. 本科以上学历，英语四级，能在合肥长期发展的；2. 熟悉c++或python语言 ,数据库基本知识、 mysql 或oracle等基本操作,数据结构等，了解linux系统，精通python和django框架的优先（c、c++，python，数据库，数据结构，linux，django框架最少熟悉二种）；3. 了解常见的前端页面技术（可选）；4. 数学、通信以及计算机相关专业优先考虑；公司福利：1、社会保险（养老保险、医疗保险、失业保险、工伤保险）；2、员工旅游3、高温补贴4：每年度一到两次晋升、提薪的机会5、生日福利6、每月团队（聚餐，K歌）7、员工培训（入职培训，晋升培训，外出培训，集团培训等）8、员工活动（公司每年组织两次外出旅游，并定期组织各项文娱活动，如：聚餐，烧烤，爬山，羽毛球赛等丰富员工的业余生活）工作日免费提供不定期下午茶，咖啡，红茶，生活药品，纸巾还等什么，收拾行李，寻找新的自己，加入我们吧！职能类别：软件工程师微信分享"
Python开发工程师,成都迈思信息技术有限公司,1-1.5万/月,深圳,本科,1年经验,07-04发布,招若干人,全深圳,民营公司,150-500人,计算机软件,1、统招本科及以上学历，一年以上Python开发经验，熟练使用Python语言；2、具有服务器端开发功底，熟悉数据结构、算法、设计模式、http协议；3、熟悉MySQL，SqlServer等数据库；4、参与过数据分析挖掘系统、推荐系统的研发、机器学习系统工作经验优先；5、能按时完成本职工作或临时交代的其他任务。职能类别：软件工程师微信分享
Java python c++ 编程讲师 五险一金双休 (职位编号：999),上海达内为上软件科技有限公司,0.8-1万/月,济南,本科,无需经验,07-04发布,招2人,山大路数码港大厦A座102室,上市公司,10000人以上,教育/培训/院校,"少儿编程讲师岗位职责：1、按照童程讲师细则规范，负责讲授课程2、负责整理学员学习报课，定期做家长回访3、负责及时批改学员作业，解答学生问题4、负责组织学生测评5、配合班主任和其他相关人员工作任职要求：1、本科及以上学历，计算机专业优先2、熟悉Java语言、JS语言、PHP语言、C++语言之中的一门语言3、外貌端正,有亲和力，普通话及英语发音基本标准,表达清晰有条理。4、热爱教育事业,有责任心,愿意从事青少年教育工作。上班时间：9:00-18:00双休薪资待遇：1、入职有系统专业培训（免费），经考核合格即可正式授课，并享受进北京培训进修机会2、无责底薪3-4K+课时费+加班补助+餐补 五险一金 综合薪资8k-1w3、节假日、生日福利等优厚福利待遇4、集团金股奖励5-20w工作位置：1.山大路数码港B座105室洪家楼附近2.杆石桥银座晶都国际广场2号楼3号楼中间111室底商经四路万达附近3.姚家街道二环东路和瑞广场B座6楼甸柳庄附近4.高新区万达写字楼万达中心写字楼一号楼711室5.市中区英雄山星工坊2楼英雄山校区6.槐荫区连城广场2楼（6家校区可以就近安排）职能类别：Python开发工程师Java开发工程师关键字：javapython讲师爬虫java讲师培训微信分享"
Python开发工程师,深圳市易佰网络科技有限公司武汉分公司,1-1.5万/月,武汉,本科,2年经验,07-04发布,招5人,武昌区雄楚大道静安路6号5.5创意产业园3楼,民营公司,1000-5000人,"互联网/电子商务,贸易/进出口",岗位职责：1.负责Python后端服务开发，解决业务逻辑和数据产品相关业务；2.负责搭建和维护后台服务；3.负责服务API开发。4.参与项目需求分析、业务逻辑流程设计、文档编写任职要求1、1年以上Python后端开发经验，熟悉MVC架构，熟悉Flask/Django/tornado等框架；熟练使用多进程和多线程；2、掌握RESTful架构，了解TCP/UDP/HTTP协议原理；3、熟悉mongodb、redis、mysql等常用储存方案及基本原理，能够独立地合理设计数据库结构；4、精通Linux系统结构，并熟练使用各种linux操作系统命令；5、拥有很强的分析问题和解决问题的能力，强烈的责任感；6、拥有良好的团队合作精神和表达沟通能力；7、有大数据处理经验的优先。职能类别：数据分析师Python开发工程师关键字：python开发工程师后端开发微信分享
